time,distance (cm)
0.0,10
0.01,10
0.02,10
0.03,10
0.04,10
0.05,10
0.06,10
0.07,10
0.08,10
0.09,10
0.1,10
0.11,10
0.12,10
0.13,10
0.14,10
0.15,10
0.16,10
0.17,10
0.18,10
0.19,10
0.2,10
0.21,10
0.22,10
0.23,10
0.24,10
0.25,10
0.26,10
0.27,10
0.28,10
0.29,10
0.3,10
0.31,10
0.32,10
0.33,10
0.34,10
0.35000000000000003,10
0.36,10
0.37,10
0.38,10
0.39,10
0.4,10
0.41000000000000003,10
0.42,10
0.43,10
0.44,10
0.45,10
0.46,10
0.47000000000000003,10
0.48,10
0.49,10
0.5,10
0.51,10
0.52,10
0.53,10
0.54,10
0.55,10
0.56,10
0.5700000000000001,10
0.58,10
0.59,10
0.6,10
0.61,10
0.62,10
0.63,10
0.64,10
0.65,10
0.66,10
0.67,10
0.68,10
0.6900000000000001,10
0.7000000000000001,10
