,0,1,2,3,4,5,6,7,8
48,3.30403359389474e-98,1.1548051534544672e-96,1.188780392548478e-95,3.604318943929317e-95,3.21864779997663e-95,8.465495050474543e-96,6.557826719282505e-97,1.4962266680094857e-98,1.005737141642204e-100
49,4.2492267031648924e-106,1.485163136379261e-104,1.5288577566371933e-103,4.63541543026914e-103,4.1394143827692267e-103,1.0887240276378144e-103,8.433840381393463e-105,1.924252761164578e-106,1.2932375034965462e-108
50,2.53852232459112e-114,8.87248443240384e-113,9.13351962006911e-112,2.7692345867844503e-111,2.4729195581773265e-111,6.504125202885695e-112,5.038444271392988e-113,1.149563328522043e-114,7.725370352588225e-117
51,7.04462224066389e-123,2.4621922981324834e-121,2.5346318536490495e-120,7.684869016395018e-120,6.86256880632693e-120,1.804951826308597e-120,1.3982125004203845e-121,3.1901381948016436e-123,2.1437957911707153e-125
52,9.081133693035122e-132,3.1739810416286136e-130,3.267361959133707e-129,9.906467737689451e-129,8.846450906645989e-129,2.326740637614174e-129,1.8024180996753708e-130,4.112366413171526e-132,2.763506430165062e-134
53,5.437860556255378e-141,1.9006070052478243e-139,1.9565242976446252e-138,5.932077643996596e-138,5.2973304957499535e-138,1.3932722020772398e-138,1.0793033795500778e-139,2.4625200681998902e-141,1.6548028306865813e-143
54,1.5125916597834026e-150,5.286715749554716e-149,5.442254916552618e-148,1.6500627547676e-147,1.47350191202865e-147,3.875516650093593e-148,3.0021830700520504e-149,6.84972922402542e-151,4.602978619243311e-153
55,1.9544338396802928e-160,6.831014897424519e-159,7.031988510765687e-158,2.1320615280767052e-157,1.9039256107724184e-157,5.007591333846855e-158,3.879148841354287e-159,8.850599155615064e-161,5.947546395404518e-163
56,1.1730752799643045e-170,4.100059337156904e-169,4.220686176985973e-168,1.2796896078911684e-167,1.1427596184342594e-167,3.0056180396763325e-168,2.328312946968556e-169,5.312238681140272e-171,3.569789303860489e-173
57,3.2706677600549883e-181,1.143143335929776e-179,1.1767754755515623e-178,3.5679206738841275e-178,3.186144235874953e-178,8.380006116663373e-179,6.49160221932079e-180,1.4811127689053506e-181,9.95297840991246e-184
58,4.235967450982617e-192,1.4805288454993687e-190,1.5240871214223243e-189,4.620951117947557e-189,4.126497788046581e-189,1.0853267819725622e-189,8.40752339366997e-191,1.9182460391560303e-192,1.2890483800892146e-194
59,2.5484401349981052e-203,8.907148542932661e-202,9.169203574889129e-201,2.780053772157807e-200,2.4825810636480175e-200,6.529536316728622e-201,5.058129057940084e-202,1.1540540030542863e-203,7.755164726963371e-206
60,7.121998785339522e-215,2.489236464000842e-213,2.562471679286268e-212,7.769277887511055e-212,6.93794571706556e-212,1.824777010765669e-212,1.4135701487342945e-213,3.225177273786284e-215,2.1672972560691128e-217
61,9.245597691833272e-227,3.231463469688902e-225,3.326535563606926e-224,1.0085878960250214e-223,9.006664679557078e-224,2.368879106462964e-224,1.8350608162526763e-225,4.186843111821213e-227,2.813530163885647e-229
62,5.575370410047879e-239,1.9486685891565893e-237,2.005999889621896e-236,6.082085008303385e-236,5.431286696800762e-236,1.4285045613460392e-236,1.1065962544107471e-237,2.5247909302062684e-239,1.6966423712118403e-241
63,1.5617736716828133e-251,5.458613640979449e-250,5.619210173666655e-249,1.703714647870974e-248,1.521412918348451e-248,4.0015293150179947e-249,3.0997992388213866e-250,7.072448485501671e-252,4.752637382712488e-254
64,2.03220776308083e-264,7.102845449369491e-263,7.31181652268714e-262,2.2169038934734253e-261,1.9796896308206652e-261,5.206861330562003e-262,4.033514068870803e-263,9.202796139268171e-265,6.18421654550057e-267
65,1.2283545879201831e-277,4.293268116343666e-276,4.419579304262364e-275,1.3399929465862826e-274,1.196610349027515e-274,3.147253012341552e-275,2.438030993655305e-276,5.5625694698703216e-278,3.7380089296005184e-280
66,3.4489352091938035e-291,1.2054502596060623e-289,1.2409155159426308e-288,3.762389866087334e-288,3.35980473800685e-288,8.836757588771553e-289,6.84542640847763e-290,1.5618406840237682e-291,1.0495463391058871e-293
67,4.4983366765216523e-305,1.5722304959669054e-303,1.6184867036497166e-302,4.907165632128585e-302,4.3820866331844653e-302,1.152550232232224e-302,8.928272296214775e-304,2.03705920978091e-305,1.3688899629650999e-307
68,2.72536e-319,9.52552e-318,9.80577e-317,2.97305727e-316,2.6549327e-316,6.982845e-317,5.40929e-318,1.2342e-319,8.3e-322
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
