time,distance (cm)
0.0,10
0.01,10
0.02,10
0.03,10
0.04,10
0.05,10
0.06,10
0.07,10
0.08,10
0.09,10
0.1,10
0.11,10
0.12,10
0.13,10
0.14,10
0.15,10
0.16,10
0.17,10
0.18,10
0.19,10
0.2,10
0.21,10
0.22,10
0.23,10
0.24,10
0.25,10
0.26,10
0.27,10
0.28,10
0.29,10
0.3,10
0.31,10
0.32,10
0.33,10
0.34,10
0.35000000000000003,10
0.36,10
0.37,10
0.38,10
0.39,10
0.4,10
0.41000000000000003,10
0.42,10
0.43,10
0.44,10
0.45,10
0.46,10
0.47000000000000003,10
0.48,10
0.49,10
0.5,10
0.51,10
0.52,10
0.53,10
0.54,10
0.55,10
0.56,10
0.5700000000000001,10
0.58,10
0.59,10
0.6,10
0.61,10
0.62,10
0.63,10
0.64,10
0.65,10
0.66,10
0.67,10
0.68,10
0.6900000000000001,10
0.7000000000000001,10
0.71,10
0.72,10
0.73,10
0.74,10
0.75,10
0.76,10
0.77,10
0.78,10
0.79,10
0.8,10
0.81,10
0.8200000000000001,10
0.8300000000000001,10
0.84,10
0.85,10
0.86,10
0.87,10
0.88,10
0.89,10
0.9,10
0.91,10
0.92,10
0.93,10
0.9400000000000001,10
0.9500000000000001,10
0.96,10
0.97,10
0.98,10
0.99,10
1.0,10
1.01,10
1.02,10
1.03,10
1.04,10
1.05,10
1.06,10
1.07,10
1.08,10
1.09,10
1.1,10
1.11,10
1.12,10
1.1300000000000001,10
1.1400000000000001,10
1.1500000000000001,10
1.16,10
1.17,10
1.18,10
1.19,10
1.2,10
1.21,10
1.22,10
1.23,10
1.24,10
1.25,10
1.26,10
1.27,10
1.28,10
1.29,10
1.3,10
1.31,10
1.32,10
1.33,10
1.34,10
1.35,10
1.36,10
1.37,10
1.3800000000000001,10
1.3900000000000001,10
1.4000000000000001,10
1.41,10
1.42,10
1.43,10
1.44,10
1.45,10
1.46,10
1.47,10
1.48,10
1.49,10
1.5,10
1.51,10
1.52,10
1.53,10
1.54,10
1.55,10
1.56,10
1.57,10
1.58,10
1.59,10
1.6,10
1.61,10
1.62,10
1.6300000000000001,10
1.6400000000000001,10
1.6500000000000001,10
1.6600000000000001,10
1.67,10
1.68,10
1.69,10
1.7,10
1.71,10
1.72,10
1.73,10
1.74,10
1.75,10
1.76,10
1.77,10
1.78,10
1.79,10
1.8,10
1.81,10
1.82,10
1.83,10
1.84,10
1.85,10
1.86,10
1.87,10
1.8800000000000001,10
1.8900000000000001,10
1.9000000000000001,10
1.9100000000000001,10
1.92,10
1.93,10
1.94,10
1.95,10
1.96,10
1.97,10
1.98,10
1.99,10
2.0,10
2.0100000000000002,10
2.02,10
2.0300000000000002,10
2.04,10
2.05,10
2.06,10
2.07,10
2.08,10
2.09,10
2.1,10
2.11,10
2.12,10
2.13,10
2.14,10
2.15,10
2.16,10
2.17,10
2.18,10
2.19,10
2.2,10
2.21,10
2.22,10
2.23,10
2.24,10
2.25,10
2.2600000000000002,10
2.27,10
2.2800000000000002,10
2.29,10
2.3000000000000003,10
2.31,10
2.32,10
2.33,10
2.34,10
2.35,10
2.36,10
2.37,10
2.38,10
2.39,10
2.4,10
2.41,10
2.42,10
2.43,10
