time,distance (cm)
0.0,1010
0.01,1010
0.02,1010
0.03,1010
0.04,1010
0.05,1010
0.06,1010
0.07,1010
0.08,1010
0.09,1010
0.1,1010
0.11,1010
0.12,1010
0.13,1010
0.14,1010
0.15,1010
0.16,1010
0.17,1010
0.18,1010
0.19,1010
0.2,1010
0.21,1010
0.22,1010
0.23,1010
0.24,1010
0.25,1010
0.26,1010
0.27,1010
0.28,1010
0.29,1010
0.3,1010
0.31,1010
0.32,1010
0.33,1010
0.34,1010
0.35000000000000003,1010
0.36,1010
0.37,1010
0.38,1010
0.39,1010
0.4,1010
0.41000000000000003,1010
0.42,1010
0.43,1010
0.44,1010
0.45,1010
0.46,1010
0.47000000000000003,1010
0.48,1010
0.49,1010
0.5,1010
0.51,1010
0.52,1010
0.53,1010
0.54,1010
0.55,1010
0.56,1010
0.5700000000000001,1010
0.58,1010
0.59,1010
0.6,1010
0.61,1010
0.62,1010
0.63,1010
0.64,1010
0.65,1010
0.66,1010
0.67,1010
0.68,1010
0.6900000000000001,1010
0.7000000000000001,1010
0.71,1010
0.72,1010
0.73,1010
0.74,1010
0.75,1010
0.76,1010
0.77,1010
0.78,1010
0.79,1010
0.8,1010
0.81,1010
0.8200000000000001,1010
0.8300000000000001,1010
0.84,1010
0.85,1010
0.86,1010
0.87,1010
0.88,1010
0.89,1010
0.9,1010
0.91,1010
0.92,1010
0.93,1010
0.9400000000000001,1010
0.9500000000000001,1010
0.96,1010
0.97,1010
0.98,1010
0.99,1010
1.0,1010
1.01,1010
1.02,1010
1.03,1010
1.04,1010
1.05,1010
1.06,1010
1.07,1010
1.08,1010
1.09,1010
1.1,1010
1.11,1010
1.12,1010
1.1300000000000001,1010
1.1400000000000001,1010
1.1500000000000001,1010
1.16,1010
1.17,1010
1.18,1010
1.19,1010
1.2,1010
1.21,1010
1.22,1010
1.23,1010
1.24,1010
1.25,1010
1.26,1010
1.27,1010
1.28,1010
1.29,1010
1.3,1010
1.31,1010
1.32,1010
1.33,1010
1.34,1010
1.35,1010
1.36,1010
1.37,1010
1.3800000000000001,1010
1.3900000000000001,1010
1.4000000000000001,1010
1.41,1010
1.42,1010
1.43,1010
1.44,1010
1.45,1010
1.46,1010
1.47,1010
1.48,1010
1.49,1010
1.5,1010
1.51,1010
1.52,1010
1.53,1010
1.54,1010
1.55,1010
1.56,1010
1.57,1010
1.58,1010
1.59,1010
1.6,1010
1.61,1010
1.62,1010
1.6300000000000001,1010
1.6400000000000001,1010
1.6500000000000001,1010
1.6600000000000001,1010
1.67,1010
1.68,1010
1.69,1010
1.7,1010
1.71,1010
1.72,1010
1.73,1010
1.74,1010
1.75,1010
1.76,1010
1.77,1010
1.78,1010
1.79,1010
1.8,1010
1.81,1010
1.82,1010
1.83,1010
1.84,1010
1.85,1010
1.86,1010
1.87,1010
1.8800000000000001,1010
1.8900000000000001,1010
1.9000000000000001,1010
1.9100000000000001,1010
1.92,1010
1.93,1010
1.94,1010
1.95,1010
1.96,1010
1.97,1010
1.98,1010
1.99,1010
2.0,1010
2.0100000000000002,1010
2.02,1010
2.0300000000000002,1010
2.04,1010
2.05,1010
2.06,1010
2.07,1010
2.08,1010
2.09,1010
2.1,1010
2.11,1010
2.12,1010
2.13,1010
2.14,1010
2.15,1010
2.16,1010
2.17,1010
2.18,1010
2.19,1010
2.2,1010
2.21,1010
2.22,1010
2.23,1010
2.24,1010
2.25,1010
2.2600000000000002,1010
2.27,1010
2.2800000000000002,1010
2.29,1010
2.3000000000000003,1010
2.31,1010
2.32,1010
2.33,1010
2.34,1010
2.35,1010
2.36,1010
2.37,1010
2.38,1010
2.39,1010
2.4,1010
2.41,1010
2.42,1010
2.43,1010
2.44,1010
2.45,1010
2.46,1010
2.47,1010
2.48,1010
2.49,1010
2.5,1010
2.5100000000000002,1010
2.52,1010
2.5300000000000002,1010
2.54,1010
2.5500000000000003,1010
2.56,1010
2.57,1010
2.58,1010
2.59,1010
2.6,1010
2.61,1010
2.62,1010
2.63,1010
2.64,1010
2.65,1010
2.66,1010
2.67,1010
2.68,1010
2.69,1010
2.7,1010
2.71,1010
2.72,1010
2.73,1010
2.74,1010
2.75,1010
2.7600000000000002,1010
2.77,1010
2.7800000000000002,1010
2.79,1010
2.8000000000000003,1010
2.81,1010
2.82,1010
2.83,1010
2.84,1010
2.85,1010
2.86,1010
2.87,1010
2.88,1010
2.89,1010
2.9,1010
2.91,1010
2.92,1010
2.93,1010
2.94,1010
2.95,1010
2.96,1010
2.97,1010
2.98,1010
2.99,1010
3.0,1010
3.0100000000000002,1010
3.02,1010
3.0300000000000002,1010
3.04,1010
3.0500000000000003,1010
3.06,1010
3.0700000000000003,1010
3.08,1010
3.09,1010
3.1,1010
3.11,1010
3.12,1010
3.13,1010
3.14,1010
3.15,1010
3.16,1010
3.17,1010
3.18,1010
3.19,1010
3.2,1010
3.21,1010
3.22,1010
3.23,1010
3.24,1010
3.25,1010
3.2600000000000002,1010
3.27,1010
3.2800000000000002,1010
3.29,1010
3.3000000000000003,1010
3.31,1010
3.3200000000000003,1010
3.33,1010
3.34,1010
3.35,1010
3.36,1010
3.37,1010
3.38,1010
3.39,1010
3.4,1010
3.41,1010
3.42,1010
3.43,1010
3.44,1010
3.45,1010
3.46,1010
3.47,1010
3.48,1010
3.49,1010
3.5,1010
3.5100000000000002,1010
3.52,1010
3.5300000000000002,1010
3.54,1010
3.5500000000000003,1010
3.56,1010
3.5700000000000003,1010
3.58,1010
3.59,1010
3.6,1010
3.61,1010
3.62,1010
